,時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
577,2022-08-13 09:15:00,120,120,110,65,20,15,0,0,5,Saturday,False
578,2022-08-13 09:30:00,120,120,100,60,35,35,0,0,5,Saturday,False
579,2022-08-13 09:45:00,110,110,80,55,45,40,0,0,5,Saturday,False
580,2022-08-13 10:00:00,110,90,80,55,45,45,15,15,5,Saturday,False
581,2022-08-13 10:15:00,90,80,80,50,45,40,20,20,5,Saturday,False
582,2022-08-13 10:30:00,90,70,70,50,40,35,20,20,5,Saturday,False
583,2022-08-13 10:45:00,90,70,70,50,40,40,25,20,5,Saturday,False
584,2022-08-13 11:00:00,95,55,65,45,40,40,25,20,5,Saturday,False
585,2022-08-13 11:15:00,95,55,65,45,35,40,15,15,5,Saturday,False
586,2022-08-13 11:30:00,95,55,70,45,30,20,20,15,5,Saturday,False
587,2022-08-13 11:45:00,0,65,70,50,30,10,20,15,5,Saturday,False
588,2022-08-13 12:00:00,0,65,75,50,30,10,20,15,5,Saturday,False
589,2022-08-13 12:15:00,50,65,70,50,30,20,20,15,5,Saturday,False
590,2022-08-13 12:30:00,75,65,65,45,30,30,25,15,5,Saturday,False
591,2022-08-13 12:45:00,80,65,65,35,30,30,15,10,5,Saturday,False
592,2022-08-13 13:00:00,90,65,65,35,30,30,30,15,5,Saturday,False
593,2022-08-13 13:15:00,95,65,65,40,25,30,15,25,5,Saturday,False
594,2022-08-13 13:30:00,95,75,65,40,25,20,20,25,5,Saturday,False
595,2022-08-13 13:45:00,95,80,70,35,25,20,25,25,5,Saturday,False
596,2022-08-13 14:00:00,95,80,70,40,25,20,25,20,5,Saturday,False
597,2022-08-13 14:15:00,95,70,75,40,30,20,25,15,5,Saturday,False
598,2022-08-13 14:30:00,95,70,70,40,40,20,15,30,5,Saturday,False
599,2022-08-13 14:45:00,95,65,70,40,40,15,20,30,5,Saturday,False
600,2022-08-13 15:00:00,90,60,55,40,30,15,25,35,5,Saturday,False
601,2022-08-13 15:15:00,85,60,55,35,15,20,25,20,5,Saturday,False
602,2022-08-13 15:30:00,85,70,60,35,15,25,15,20,5,Saturday,False
603,2022-08-13 15:45:00,75,70,60,35,15,20,15,20,5,Saturday,False
604,2022-08-13 16:00:00,75,70,60,30,15,15,15,20,5,Saturday,False
605,2022-08-13 16:15:00,75,75,55,30,20,5,20,15,5,Saturday,False
606,2022-08-13 16:30:00,80,75,65,30,20,5,15,30,5,Saturday,False
607,2022-08-13 16:45:00,80,70,65,30,20,5,15,20,5,Saturday,False
608,2022-08-13 17:00:00,80,70,65,25,10,5,30,30,5,Saturday,False
609,2022-08-13 17:15:00,55,55,65,25,10,5,20,20,5,Saturday,False
610,2022-08-13 17:30:00,45,55,60,25,5,5,20,20,5,Saturday,False
611,2022-08-13 17:45:00,45,60,60,25,5,5,25,25,5,Saturday,False
612,2022-08-13 18:00:00,65,60,60,20,10,5,15,20,5,Saturday,False
613,2022-08-13 18:15:00,70,60,55,20,5,5,20,20,5,Saturday,False
614,2022-08-13 18:30:00,70,60,55,20,5,5,20,15,5,Saturday,False
615,2022-08-13 18:45:00,60,45,50,20,5,5,25,15,5,Saturday,False
616,2022-08-13 19:00:00,60,45,50,20,5,5,25,15,5,Saturday,False
617,2022-08-13 19:15:00,50,45,55,15,5,0,15,20,5,Saturday,False
618,2022-08-13 19:30:00,50,35,80,10,5,0,20,15,5,Saturday,False
619,2022-08-13 19:45:00,50,35,80,10,5,0,25,15,5,Saturday,False
620,2022-08-13 20:00:00,45,35,80,10,5,0,0,15,5,Saturday,False
621,2022-08-13 20:15:00,40,45,40,10,5,0,0,20,5,Saturday,False
622,2022-08-13 20:30:00,40,40,30,10,5,5,0,20,5,Saturday,False
623,2022-08-13 20:45:00,0,20,0,5,5,5,0,20,5,Saturday,False
624,2022-08-14 09:00:00,200,120,120,0,35,25,0,0,6,Sunday,False
625,2022-08-14 09:15:00,200,120,130,0,55,30,0,0,6,Sunday,False
626,2022-08-14 09:30:00,180,135,130,0,55,45,0,0,6,Sunday,False
627,2022-08-14 09:45:00,170,140,140,0,60,60,0,0,6,Sunday,False
628,2022-08-14 10:00:00,170,130,140,0,60,70,5,5,6,Sunday,False
629,2022-08-14 10:15:00,170,130,140,0,90,60,5,35,6,Sunday,False
630,2022-08-14 10:30:00,170,130,140,0,80,60,30,45,6,Sunday,False
631,2022-08-14 10:45:00,170,140,140,0,70,70,25,50,6,Sunday,False
632,2022-08-14 11:00:00,170,120,140,0,70,65,25,35,6,Sunday,False
633,2022-08-14 11:15:00,160,110,130,0,60,65,30,35,6,Sunday,False
634,2022-08-14 11:30:00,150,120,130,0,60,65,15,30,6,Sunday,False
635,2022-08-14 11:45:00,140,140,130,0,60,70,30,30,6,Sunday,False
636,2022-08-14 12:00:00,140,140,110,40,55,60,20,30,6,Sunday,False
637,2022-08-14 12:15:00,140,130,110,100,50,55,25,30,6,Sunday,False
638,2022-08-14 12:30:00,130,125,110,100,50,55,25,35,6,Sunday,False
639,2022-08-14 12:45:00,130,125,90,90,50,55,15,30,6,Sunday,False
640,2022-08-14 13:00:00,150,120,80,90,50,55,20,30,6,Sunday,False
641,2022-08-14 13:15:00,150,120,90,90,50,45,15,30,6,Sunday,False
642,2022-08-14 13:30:00,150,120,90,90,50,50,20,35,6,Sunday,False
643,2022-08-14 13:45:00,150,100,70,90,50,50,20,35,6,Sunday,False
644,2022-08-14 14:00:00,150,100,90,95,65,40,25,35,6,Sunday,False
645,2022-08-14 14:15:00,140,100,90,95,60,40,30,35,6,Sunday,False
646,2022-08-14 14:30:00,125,95,110,95,60,50,30,35,6,Sunday,False
647,2022-08-14 14:45:00,125,95,110,95,60,55,35,35,6,Sunday,False
648,2022-08-14 15:00:00,150,130,100,90,60,50,40,35,6,Sunday,False
649,2022-08-14 15:15:00,150,130,100,90,60,55,25,45,6,Sunday,False
650,2022-08-14 15:30:00,150,120,100,90,55,55,25,45,6,Sunday,False
651,2022-08-14 15:45:00,150,120,90,85,55,55,30,45,6,Sunday,False
652,2022-08-14 16:00:00,150,110,90,85,50,50,35,40,6,Sunday,False
653,2022-08-14 16:15:00,150,120,90,85,50,45,30,40,6,Sunday,False
654,2022-08-14 16:30:00,160,120,90,90,50,45,25,45,6,Sunday,False
655,2022-08-14 16:45:00,160,110,100,85,50,45,50,35,6,Sunday,False
656,2022-08-14 17:00:00,160,100,100,85,50,45,30,35,6,Sunday,False
657,2022-08-14 17:15:00,160,110,110,85,45,45,25,35,6,Sunday,False
658,2022-08-14 17:30:00,170,110,0,85,45,45,25,20,6,Sunday,False
659,2022-08-14 17:45:00,155,110,80,85,45,45,25,35,6,Sunday,False
660,2022-08-14 18:00:00,160,120,130,90,50,45,20,40,6,Sunday,False
661,2022-08-14 18:15:00,150,120,120,90,50,45,25,45,6,Sunday,False
662,2022-08-14 18:30:00,140,100,80,90,45,50,20,45,6,Sunday,False
663,2022-08-14 18:45:00,130,90,100,90,45,50,25,30,6,Sunday,False
664,2022-08-14 19:00:00,130,100,100,85,40,45,15,35,6,Sunday,False
665,2022-08-14 19:15:00,130,100,100,80,40,45,20,20,6,Sunday,False
666,2022-08-14 19:30:00,115,100,100,75,40,45,20,45,6,Sunday,False
667,2022-08-14 19:45:00,0,90,0,75,40,35,25,35,6,Sunday,False
668,2022-08-14 20:00:00,0,0,0,75,35,40,0,35,6,Sunday,False
669,2022-08-14 20:15:00,0,0,0,70,30,40,0,30,6,Sunday,False
670,2022-08-14 20:30:00,0,0,0,0,0,0,0,40,6,Sunday,False
671,2022-08-14 20:45:00,0,0,0,0,0,0,0,0,6,Sunday,False
672,2022-08-15 09:00:00,180,150,130,70,30,15,0,0,0,Monday,False
673,2022-08-15 09:15:00,190,160,140,75,45,10,0,0,0,Monday,False
674,2022-08-15 09:30:00,190,160,130,75,50,40,0,0,0,Monday,False
675,2022-08-15 09:45:00,180,150,130,80,55,60,0,0,0,Monday,False
676,2022-08-15 10:00:00,170,150,130,80,55,60,5,20,0,Monday,False
677,2022-08-15 10:15:00,170,140,130,80,55,50,5,20,0,Monday,False
678,2022-08-15 10:30:00,150,140,120,80,60,50,5,30,0,Monday,False
679,2022-08-15 10:45:00,140,130,110,80,60,50,5,35,0,Monday,False
680,2022-08-15 11:00:00,130,120,100,80,60,50,25,35,0,Monday,False
681,2022-08-15 11:15:00,130,110,110,80,55,50,30,35,0,Monday,False
682,2022-08-15 11:30:00,130,100,110,80,55,50,30,35,0,Monday,False
683,2022-08-15 11:45:00,120,100,110,80,55,50,20,40,0,Monday,False
684,2022-08-15 12:00:00,130,95,80,75,60,50,20,40,0,Monday,False
685,2022-08-15 12:15:00,130,110,80,75,60,45,40,40,0,Monday,False
686,2022-08-15 12:30:00,140,110,90,75,60,45,15,30,0,Monday,False
687,2022-08-15 12:45:00,140,115,90,75,55,45,30,30,0,Monday,False
688,2022-08-15 13:00:00,140,95,90,75,55,50,30,30,0,Monday,False
689,2022-08-15 13:15:00,130,100,80,75,50,50,35,30,0,Monday,False
690,2022-08-15 13:30:00,130,110,100,70,50,50,20,30,0,Monday,False
691,2022-08-15 13:45:00,120,100,100,75,50,45,25,40,0,Monday,False
692,2022-08-15 14:00:00,130,100,100,75,55,45,30,35,0,Monday,False
693,2022-08-15 14:15:00,130,110,100,75,65,45,30,35,0,Monday,False
694,2022-08-15 14:30:00,130,130,90,75,65,45,30,50,0,Monday,False
695,2022-08-15 14:45:00,140,125,90,75,60,55,35,45,0,Monday,False
696,2022-08-15 15:00:00,140,120,90,75,60,55,20,45,0,Monday,False
697,2022-08-15 15:15:00,140,100,100,75,50,50,25,35,0,Monday,False
698,2022-08-15 15:30:00,140,100,100,80,55,50,25,40,0,Monday,False
699,2022-08-15 15:45:00,140,100,100,80,50,50,30,35,0,Monday,False
700,2022-08-15 16:00:00,130,100,110,75,50,50,20,35,0,Monday,False
701,2022-08-15 16:15:00,140,100,100,70,50,45,20,45,0,Monday,False
702,2022-08-15 16:30:00,140,100,100,70,50,45,25,50,0,Monday,False
703,2022-08-15 16:45:00,140,115,100,70,50,45,40,45,0,Monday,False
704,2022-08-15 17:00:00,140,110,100,60,50,45,35,35,0,Monday,False
705,2022-08-15 17:15:00,140,110,100,60,50,40,25,30,0,Monday,False
706,2022-08-15 17:30:00,145,115,100,65,50,40,20,30,0,Monday,False
707,2022-08-15 17:45:00,145,105,100,65,50,40,15,30,0,Monday,False
708,2022-08-15 18:00:00,160,110,110,70,50,45,30,45,0,Monday,False
709,2022-08-15 18:15:00,155,110,90,70,50,50,15,35,0,Monday,False
710,2022-08-15 18:30:00,145,95,100,70,50,40,20,45,0,Monday,False
711,2022-08-15 18:45:00,140,95,100,65,45,45,25,30,0,Monday,False
712,2022-08-15 19:00:00,135,95,100,60,45,45,25,25,0,Monday,False
713,2022-08-15 19:15:00,130,95,100,60,45,40,15,20,0,Monday,False
714,2022-08-15 19:30:00,0,95,100,60,45,40,20,35,0,Monday,False
715,2022-08-15 19:45:00,0,85,0,60,45,40,20,35,0,Monday,False
716,2022-08-15 20:00:00,0,0,0,60,40,40,0,30,0,Monday,False
717,2022-08-15 20:15:00,0,0,0,60,35,30,0,30,0,Monday,False
718,2022-08-15 20:30:00,0,0,0,0,25,0,0,20,0,Monday,False
719,2022-08-15 20:45:00,0,0,0,0,0,0,0,0,0,Monday,False
720,2022-08-16 09:00:00,190,140,120,60,20,5,0,0,1,Tuesday,False
721,2022-08-16 09:15:00,180,130,130,70,25,5,0,0,1,Tuesday,False
722,2022-08-16 09:30:00,160,130,120,80,50,30,0,0,1,Tuesday,False
723,2022-08-16 09:45:00,170,130,120,75,60,45,0,0,1,Tuesday,False
724,2022-08-16 10:00:00,155,125,110,75,60,50,5,15,1,Tuesday,False
725,2022-08-16 10:15:00,150,120,110,75,60,50,25,15,1,Tuesday,False
726,2022-08-16 10:30:00,145,100,100,70,55,50,20,35,1,Tuesday,False
727,2022-08-16 10:45:00,125,100,90,70,50,50,25,20,1,Tuesday,False
728,2022-08-16 11:00:00,115,90,70,70,45,45,15,20,1,Tuesday,False
729,2022-08-16 11:15:00,105,90,70,65,55,40,15,20,1,Tuesday,False
730,2022-08-16 11:30:00,110,90,80,65,45,40,15,20,1,Tuesday,False
731,2022-08-16 11:45:00,110,80,80,60,40,40,20,25,1,Tuesday,False
732,2022-08-16 12:00:00,90,70,80,65,40,35,25,25,1,Tuesday,False
733,2022-08-16 12:15:00,90,75,80,60,40,35,25,20,1,Tuesday,False
734,2022-08-16 12:30:00,100,80,80,65,40,40,25,15,1,Tuesday,False
735,2022-08-16 12:45:00,110,70,70,60,45,45,15,20,1,Tuesday,False
736,2022-08-16 13:00:00,110,100,70,50,45,40,15,35,1,Tuesday,False
737,2022-08-16 13:15:00,100,90,70,45,45,40,20,20,1,Tuesday,False
738,2022-08-16 13:30:00,100,80,70,50,45,30,20,20,1,Tuesday,False
739,2022-08-16 13:45:00,90,75,80,55,40,30,20,20,1,Tuesday,False
740,2022-08-16 14:00:00,90,65,80,60,40,35,25,20,1,Tuesday,False
741,2022-08-16 14:15:00,95,75,80,60,50,35,15,20,1,Tuesday,False
742,2022-08-16 14:30:00,100,100,70,55,45,35,15,20,1,Tuesday,False
743,2022-08-16 14:45:00,110,100,70,55,45,45,20,25,1,Tuesday,False
744,2022-08-16 15:00:00,100,90,70,50,35,40,20,20,1,Tuesday,False
745,2022-08-16 15:15:00,100,90,70,50,40,35,25,25,1,Tuesday,False
746,2022-08-16 15:30:00,100,80,75,50,35,35,25,25,1,Tuesday,False
747,2022-08-16 15:45:00,90,80,75,45,35,35,15,30,1,Tuesday,False
748,2022-08-16 16:00:00,90,80,70,45,40,35,15,30,1,Tuesday,False
749,2022-08-16 16:15:00,90,70,70,45,40,35,25,20,1,Tuesday,False
750,2022-08-16 16:30:00,100,70,75,50,35,35,25,35,1,Tuesday,False
751,2022-08-16 16:45:00,100,70,75,45,35,35,15,35,1,Tuesday,False
752,2022-08-16 17:00:00,110,70,80,40,35,35,30,20,1,Tuesday,False
753,2022-08-16 17:15:00,115,70,80,40,35,30,20,20,1,Tuesday,False
754,2022-08-16 17:30:00,115,70,70,50,35,30,20,20,1,Tuesday,False
755,2022-08-16 17:45:00,115,70,70,50,30,30,25,20,1,Tuesday,False
756,2022-08-16 18:00:00,130,80,80,50,35,35,15,25,1,Tuesday,False
757,2022-08-16 18:15:00,130,85,80,45,35,35,20,30,1,Tuesday,False
758,2022-08-16 18:30:00,125,75,80,40,35,40,20,30,1,Tuesday,False
759,2022-08-16 18:45:00,120,70,80,40,30,30,20,30,1,Tuesday,False
760,2022-08-16 19:00:00,110,80,90,0,30,35,25,25,1,Tuesday,False
761,2022-08-16 19:15:00,100,80,90,0,30,35,15,20,1,Tuesday,False
762,2022-08-16 19:30:00,90,70,100,0,30,35,15,20,1,Tuesday,False
763,2022-08-16 19:45:00,0,70,0,0,25,35,20,20,1,Tuesday,False
764,2022-08-16 20:00:00,0,0,0,0,25,35,0,25,1,Tuesday,False
765,2022-08-16 20:15:00,0,0,0,0,30,35,0,20,1,Tuesday,False
766,2022-08-16 20:30:00,0,0,0,0,25,0,0,20,1,Tuesday,False
767,2022-08-16 20:45:00,0,0,0,0,0,0,0,15,1,Tuesday,False
768,2022-08-17 09:00:00,140,100,120,65,5,20,0,0,2,Wednesday,False
769,2022-08-17 09:15:00,130,100,130,65,25,25,0,0,2,Wednesday,False
770,2022-08-17 09:30:00,120,100,110,65,50,25,0,0,2,Wednesday,False
771,2022-08-17 09:45:00,110,95,80,65,50,40,0,0,2,Wednesday,False
772,2022-08-17 10:00:00,105,95,90,60,45,40,15,15,2,Wednesday,False
773,2022-08-17 10:15:00,105,110,80,60,45,40,20,20,2,Wednesday,False
774,2022-08-17 10:30:00,90,105,75,50,40,35,25,20,2,Wednesday,False
775,2022-08-17 10:45:00,85,85,60,45,40,35,25,20,2,Wednesday,False
776,2022-08-17 11:00:00,90,65,60,45,45,40,25,20,2,Wednesday,False
777,2022-08-17 11:15:00,90,60,70,45,50,35,15,15,2,Wednesday,False
778,2022-08-17 11:30:00,90,60,70,50,45,30,15,15,2,Wednesday,False
779,2022-08-17 11:45:00,85,65,65,50,40,25,20,15,2,Wednesday,False
780,2022-08-17 12:00:00,85,65,65,45,35,30,20,15,2,Wednesday,False
781,2022-08-17 12:15:00,75,65,55,45,40,30,20,15,2,Wednesday,False
782,2022-08-17 12:30:00,75,65,50,45,40,25,25,15,2,Wednesday,False
783,2022-08-17 12:45:00,75,60,50,50,35,30,15,15,2,Wednesday,False
784,2022-08-17 13:00:00,75,60,50,45,35,30,15,20,2,Wednesday,False
785,2022-08-17 13:15:00,75,60,55,45,30,30,15,20,2,Wednesday,False
786,2022-08-17 13:30:00,80,60,55,40,30,25,20,20,2,Wednesday,False
787,2022-08-17 13:45:00,75,65,55,40,30,30,25,20,2,Wednesday,False
788,2022-08-17 14:00:00,75,65,55,40,30,25,25,25,2,Wednesday,False
789,2022-08-17 14:15:00,75,65,60,40,30,25,15,20,2,Wednesday,False
790,2022-08-17 14:30:00,80,70,60,40,40,30,15,20,2,Wednesday,False
791,2022-08-17 14:45:00,80,75,65,35,40,30,15,35,2,Wednesday,False
792,2022-08-17 15:00:00,75,75,65,35,40,35,20,30,2,Wednesday,False
793,2022-08-17 15:15:00,75,75,70,40,35,30,25,25,2,Wednesday,False
794,2022-08-17 15:30:00,75,70,70,45,35,30,15,30,2,Wednesday,False
795,2022-08-17 15:45:00,75,70,70,45,35,25,15,30,2,Wednesday,False
796,2022-08-17 16:00:00,75,70,65,40,30,30,15,30,2,Wednesday,False
797,2022-08-17 16:15:00,75,70,65,30,25,30,25,20,2,Wednesday,False
798,2022-08-17 16:30:00,75,60,65,30,30,25,25,35,2,Wednesday,False
799,2022-08-17 16:45:00,75,60,65,35,35,25,15,20,2,Wednesday,False
800,2022-08-17 17:00:00,75,0,60,35,25,20,30,30,2,Wednesday,False
801,2022-08-17 17:15:00,85,0,60,40,25,10,20,20,2,Wednesday,False
802,2022-08-17 17:30:00,85,0,60,40,15,20,20,30,2,Wednesday,False
803,2022-08-17 17:45:00,85,0,75,35,20,25,25,20,2,Wednesday,False
804,2022-08-17 18:00:00,90,0,75,40,35,25,15,30,2,Wednesday,False
805,2022-08-17 18:15:00,90,0,75,40,35,35,20,30,2,Wednesday,False
806,2022-08-17 18:30:00,90,0,75,35,30,30,20,15,2,Wednesday,False
807,2022-08-17 18:45:00,90,0,75,40,30,30,25,15,2,Wednesday,False
808,2022-08-17 19:00:00,85,0,80,40,25,30,25,15,2,Wednesday,False
809,2022-08-17 19:15:00,80,0,80,35,20,25,15,20,2,Wednesday,False
810,2022-08-17 19:30:00,80,0,90,30,20,25,15,20,2,Wednesday,False
811,2022-08-17 19:45:00,70,0,65,30,20,25,20,20,2,Wednesday,False
812,2022-08-17 20:00:00,0,0,60,30,10,20,0,20,2,Wednesday,False
813,2022-08-17 20:15:00,0,0,0,30,10,20,0,15,2,Wednesday,False
814,2022-08-17 20:30:00,0,0,0,30,5,15,0,15,2,Wednesday,False
815,2022-08-17 20:45:00,0,0,0,20,5,5,0,20,2,Wednesday,False
816,2022-08-18 09:00:00,130,100,5,50,30,5,0,0,3,Thursday,False
817,2022-08-18 09:15:00,130,100,110,55,35,0,0,0,3,Thursday,False
818,2022-08-18 09:30:00,110,110,120,60,45,0,0,0,3,Thursday,False
819,2022-08-18 09:45:00,110,100,110,55,50,0,0,0,3,Thursday,False
820,2022-08-18 10:00:00,110,90,110,65,45,0,5,15,3,Thursday,False
821,2022-08-18 10:15:00,110,80,100,70,45,0,20,20,3,Thursday,False
822,2022-08-18 10:30:00,100,80,90,65,45,0,20,35,3,Thursday,False
823,2022-08-18 10:45:00,85,80,90,60,40,0,20,30,3,Thursday,False
824,2022-08-18 11:00:00,80,80,75,60,40,0,25,30,3,Thursday,False
825,2022-08-18 11:15:00,80,80,80,55,40,0,20,30,3,Thursday,False
826,2022-08-18 11:30:00,85,80,75,55,40,0,20,30,3,Thursday,False
827,2022-08-18 11:45:00,85,70,75,50,35,5,20,30,3,Thursday,False
828,2022-08-18 12:00:00,95,70,75,50,35,40,20,15,3,Thursday,False
829,2022-08-18 12:15:00,100,60,75,45,35,45,25,15,3,Thursday,False
830,2022-08-18 12:30:00,100,70,60,50,40,35,15,15,3,Thursday,False
831,2022-08-18 12:45:00,100,80,55,50,45,45,15,20,3,Thursday,False
832,2022-08-18 13:00:00,85,80,65,45,45,35,15,20,3,Thursday,False
833,2022-08-18 13:15:00,85,75,75,45,40,35,20,35,3,Thursday,False
834,2022-08-18 13:30:00,80,75,70,55,40,40,20,20,3,Thursday,False
835,2022-08-18 13:45:00,80,70,65,55,40,40,25,30,3,Thursday,False
836,2022-08-18 14:00:00,90,70,65,40,35,45,25,20,3,Thursday,False
837,2022-08-18 14:15:00,95,70,65,40,50,45,10,25,3,Thursday,False
838,2022-08-18 14:30:00,95,75,65,40,50,40,30,30,3,Thursday,False
839,2022-08-18 14:45:00,90,75,65,45,40,40,20,25,3,Thursday,False
840,2022-08-18 15:00:00,85,75,60,45,35,45,20,30,3,Thursday,False
841,2022-08-18 15:15:00,80,75,65,45,40,40,25,30,3,Thursday,False
842,2022-08-18 15:30:00,80,75,65,40,40,35,30,30,3,Thursday,False
843,2022-08-18 15:45:00,90,65,65,40,35,40,20,20,3,Thursday,False
844,2022-08-18 16:00:00,90,65,70,40,25,35,15,20,3,Thursday,False
845,2022-08-18 16:15:00,75,65,65,35,25,35,20,20,3,Thursday,False
846,2022-08-18 16:30:00,75,65,65,35,35,35,25,30,3,Thursday,False
847,2022-08-18 16:45:00,85,95,65,40,25,35,15,30,3,Thursday,False
848,2022-08-18 17:00:00,80,95,70,40,20,40,35,25,3,Thursday,False
849,2022-08-18 17:15:00,80,80,65,35,25,35,20,30,3,Thursday,False
850,2022-08-18 17:30:00,75,75,65,40,30,35,15,20,3,Thursday,False
851,2022-08-18 17:45:00,70,75,70,35,30,40,25,30,3,Thursday,False
852,2022-08-18 18:00:00,85,75,75,45,30,35,20,20,3,Thursday,False
853,2022-08-18 18:15:00,100,75,75,45,30,35,20,30,3,Thursday,False
854,2022-08-18 18:30:00,105,60,75,40,25,40,20,15,3,Thursday,False
855,2022-08-18 18:45:00,95,60,75,30,20,40,25,15,3,Thursday,False
856,2022-08-18 19:00:00,95,80,80,35,20,35,25,15,3,Thursday,False
857,2022-08-18 19:15:00,90,80,90,40,20,35,20,30,3,Thursday,False
858,2022-08-18 19:30:00,90,80,80,35,15,30,15,15,3,Thursday,False
859,2022-08-18 19:45:00,80,75,80,35,15,30,20,20,3,Thursday,False
860,2022-08-18 20:00:00,0,70,75,35,10,30,0,20,3,Thursday,False
861,2022-08-18 20:15:00,0,0,0,35,10,25,0,20,3,Thursday,False
862,2022-08-18 20:30:00,0,0,0,35,10,20,0,20,3,Thursday,False
